OBJECTID_1,FID_Metrorail_Stations_Buffer,OBJECTID,NAME,STATION,NODE,YEAR_,GlobalID,CreationDa,Creator,EditDate,Editor,BUFF_DIST,ORIG_FID,FID_Current_Housing_Units,OBJECTID,PIN,PARCE_ID,VALID_FROM,VALID_TO,CURRE_UNIT,HOUSI_UNIT,LUC,YEAR_BUILT,STRUC_DESC
2400,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,37266,37267,0293 17030303,452658,,1/1/2023,1,HR,45,1978,
2401,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,37266,37267,0293 17030303,452658,,1/1/2023,1,HR,45,1978,
2402,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,37267,37268,0293 17030304,387010,,1/1/2023,1,HR,45,1978,
2403,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,37267,37268,0293 17030304,387010,,1/1/2023,1,HR,45,1978,
2404,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,37268,37269,0293 17030312,452958,,1/1/2023,1,HR,45,1978,
2405,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,37268,37269,0293 17030312,452958,,1/1/2023,1,HR,45,1978,
2406,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,37269,37270,0293 17030406,454066,,1/1/2023,1,HR,45,1978,
2407,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,37269,37270,0293 17030406,454066,,1/1/2023,1,HR,45,1978,
2408,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,37270,37271,0293 17030416,445623,,1/1/2023,1,HR,45,1978,
2409,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,37270,37271,0293 17030416,445623,,1/1/2023,1,HR,45,1978,
2410,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,37271,37272,0293 17030502,451663,,1/1/2023,1,HR,45,1978,
2411,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,37271,37272,0293 17030502,451663,,1/1/2023,1,HR,45,1978,
2412,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,37272,37273,0293 17030511,449929,,1/1/2023,1,HR,45,1978,
2413,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,37272,37273,0293 17030511,449929,,1/1/2023,1,HR,45,1978,
2414,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,37273,37274,0293 17030922,452548,,1/1/2023,1,HR,45,1978,
2415,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,37273,37274,0293 17030922,452548,,1/1/2023,1,HR,45,1978,
2416,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,37274,37275,0293 17031003,449439,,1/1/2023,1,HR,45,1978,
2417,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,37274,37275,0293 17031003,449439,,1/1/2023,1,HR,45,1978,
2418,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,37275,37276,0293 17031006,435806,,1/1/2023,1,HR,45,1978,
2419,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,37275,37276,0293 17031006,435806,,1/1/2023,1,HR,45,1978,
2420,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,37276,37277,0293 17031010,454479,,1/1/2023,1,HR,45,1978,
2421,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,37276,37277,0293 17031010,454479,,1/1/2023,1,HR,45,1978,
2422,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,37408,37409,0293 17030106,455776,,1/1/2023,1,HR,45,1978,
2423,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,37408,37409,0293 17030106,455776,,1/1/2023,1,HR,45,1978,
2424,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,37409,37410,0293 17030216,455499,,1/1/2023,1,HR,45,1978,
2425,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,37409,37410,0293 17030216,455499,,1/1/2023,1,HR,45,1978,
2426,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,37410,37411,0293 17030308,445864,,1/1/2023,1,HR,45,1978,
2427,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,37410,37411,0293 17030308,445864,,1/1/2023,1,HR,45,1978,
2428,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,37411,37412,0293 17030324,453411,,1/1/2023,1,HR,45,1978,
2429,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,37411,37412,0293 17030324,453411,,1/1/2023,1,HR,45,1978,
2430,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,37412,37413,0293 17030409,430556,,1/1/2023,1,HR,45,1978,
2431,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,37412,37413,0293 17030409,430556,,1/1/2023,1,HR,45,1978,
2432,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,37413,37414,0293 17030509,450050,,1/1/2023,1,HR,45,1978,
2433,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,37413,37414,0293 17030509,450050,,1/1/2023,1,HR,45,1978,
2434,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,37414,37415,0293 17030614,452408,,1/1/2023,1,HR,45,1978,
2435,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,37414,37415,0293 17030614,452408,,1/1/2023,1,HR,45,1978,
2436,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,37415,37416,0293 17030619,445838,,1/1/2023,1,HR,45,1978,
2437,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,37415,37416,0293 17030619,445838,,1/1/2023,1,HR,45,1978,
2438,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,37416,37417,0293 17030623,446827,,1/1/2023,1,HR,45,1978,
2439,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,37416,37417,0293 17030623,446827,,1/1/2023,1,HR,45,1978,
2440,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,37417,37418,0293 17030906,455251,,1/1/2023,1,HR,45,1978,
2441,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,37417,37418,0293 17030906,455251,,1/1/2023,1,HR,45,1978,
2442,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,37418,37419,0293 17030924,446767,,1/1/2023,1,HR,45,1978,
2443,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,37418,37419,0293 17030924,446767,,1/1/2023,1,HR,45,1978,
2444,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,39110,39111,0293 17030316,452222,,1/1/2023,1,HR,45,1978,
2445,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,39110,39111,0293 17030316,452222,,1/1/2023,1,HR,45,1978,
2446,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,39111,39112,0293 17030410,449701,,1/1/2023,1,HR,45,1978,
2447,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,39111,39112,0293 17030410,449701,,1/1/2023,1,HR,45,1978,
2448,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,39112,39113,0293 17030411,446076,,1/1/2023,1,HR,45,1978,
2449,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,39112,39113,0293 17030411,446076,,1/1/2023,1,HR,45,1978,
2450,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,39113,39114,0293 17030423,446073,,1/1/2023,1,HR,45,1978,
2451,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,39113,39114,0293 17030423,446073,,1/1/2023,1,HR,45,1978,
2452,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,39114,39115,0293 17030524,449396,,1/1/2023,1,HR,45,1978,
2453,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,39114,39115,0293 17030524,449396,,1/1/2023,1,HR,45,1978,
2454,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,39115,39116,0293 17030526,453508,,1/1/2023,1,HR,45,1978,
2455,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,39115,39116,0293 17030526,453508,,1/1/2023,1,HR,45,1978,
2456,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,39116,39117,0293 17030606,453705,,1/1/2023,1,HR,45,1978,
2457,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,39116,39117,0293 17030606,453705,,1/1/2023,1,HR,45,1978,
2458,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,39117,39118,0293 17030804,450665,,1/1/2023,1,HR,45,1978,
2459,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,39117,39118,0293 17030804,450665,,1/1/2023,1,HR,45,1978,
2460,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,39118,39119,0293 17030814,451186,,1/1/2023,1,HR,45,1978,
2461,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,39118,39119,0293 17030814,451186,,1/1/2023,1,HR,45,1978,
2462,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,39119,39120,0293 17030821,445267,,1/1/2023,1,HR,45,1978,
2463,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,39119,39120,0293 17030821,445267,,1/1/2023,1,HR,45,1978,
2464,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,39605,39606,0293 17030109,454123,,1/1/2023,1,HR,45,1978,
2465,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,39605,39606,0293 17030109,454123,,1/1/2023,1,HR,45,1978,
2466,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,39606,39607,0293 17030321,446639,,1/1/2023,1,HR,45,1978,
2467,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,39606,39607,0293 17030321,446639,,1/1/2023,1,HR,45,1978,
2468,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,39607,39608,0293 17030518,446756,,1/1/2023,1,HR,45,1978,
2469,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,39607,39608,0293 17030518,446756,,1/1/2023,1,HR,45,1978,
2470,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,39608,39609,0293 17030601,452192,,1/1/2023,1,HR,45,1978,
2471,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,39608,39609,0293 17030601,452192,,1/1/2023,1,HR,45,1978,
2472,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,39609,39610,0293 17030621,445874,,1/1/2023,1,HR,45,1978,
2473,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,39609,39610,0293 17030621,445874,,1/1/2023,1,HR,45,1978,
2474,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,39610,39611,0293 17030711,451035,,1/1/2023,1,HR,45,1978,
2475,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,39610,39611,0293 17030711,451035,,1/1/2023,1,HR,45,1978,
2476,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,39611,39612,0293 17030722,454815,,1/1/2023,1,HR,45,1978,
2477,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,39611,39612,0293 17030722,454815,,1/1/2023,1,HR,45,1978,
2478,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,39612,39613,0293 17030901,455432,,1/1/2023,1,HR,45,1978,
2479,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,39612,39613,0293 17030901,455432,,1/1/2023,1,HR,45,1978,
2480,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,39613,39614,0293 17030911,455708,,1/1/2023,1,HR,45,1978,
2481,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,39613,39614,0293 17030911,455708,,1/1/2023,1,HR,45,1978,
2482,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,40064,40065,0293 17030211,449995,,1/1/2023,1,HR,45,1978,
2483,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,40064,40065,0293 17030211,449995,,1/1/2023,1,HR,45,1978,
2484,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,40065,40066,0293 17030514,427921,,1/1/2023,1,HR,45,1978,
2485,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,40065,40066,0293 17030514,427921,,1/1/2023,1,HR,45,1978,
2486,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,40066,40067,0293 17030516,446296,,1/1/2023,1,HR,45,1978,
2487,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,40066,40067,0293 17030516,446296,,1/1/2023,1,HR,45,1978,
2488,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,40067,40068,0293 17030521,449745,,1/1/2023,1,HR,45,1978,
2489,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,40067,40068,0293 17030521,449745,,1/1/2023,1,HR,45,1978,
2490,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,41108,41109,0293 17030119,454322,,1/1/2023,1,HR,45,1978,
2491,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,41108,41109,0293 17030119,454322,,1/1/2023,1,HR,45,1978,
2492,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,41109,41110,0293 17030404,445961,,1/1/2023,1,HR,45,1978,
2493,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,41109,41110,0293 17030404,445961,,1/1/2023,1,HR,45,1978,
2494,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,41110,41111,0293 17030414,454941,,1/1/2023,1,HR,45,1978,
2495,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,41110,41111,0293 17030414,454941,,1/1/2023,1,HR,45,1978,
2496,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,41111,41112,0293 17030517,445251,,1/1/2023,1,HR,45,1978,
2497,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,41111,41112,0293 17030517,445251,,1/1/2023,1,HR,45,1978,
2498,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,41112,41113,0293 17030602,447600,,1/1/2023,1,HR,45,1978,
2499,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,41112,41113,0293 17030602,447600,,1/1/2023,1,HR,45,1978,
2500,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,41113,41114,0293 17030724,455755,,1/1/2023,1,HR,45,1978,
2501,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,41113,41114,0293 17030724,455755,,1/1/2023,1,HR,45,1978,
2502,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,41114,41115,0293 17030810,451899,,1/1/2023,1,HR,45,1978,
2503,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,41114,41115,0293 17030810,451899,,1/1/2023,1,HR,45,1978,
2504,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,41115,41116,0293 17030907,444832,,1/1/2023,1,HR,45,1978,
2505,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,41115,41116,0293 17030907,444832,,1/1/2023,1,HR,45,1978,
2506,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,41116,41117,0293 17030910,444406,,1/1/2023,1,HR,45,1978,
2507,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,41116,41117,0293 17030910,444406,,1/1/2023,1,HR,45,1978,
2508,24,324,GREENSBORO,0,0,2014,732d7bff-3f82-40bd-89ca-8311ea5faeae,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,23,41117,41118,0293 17030917,447085,,1/1/2023,1,HR,45,1978,
2509,25,325,SPRING HILL,0,0,2014,c7a62b3e-53f6-4098-9533-7ad7c36c2748,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,24,41117,41118,0293 17030917,447085,,1/1/2023,1,HR,45,1978,
