OBJECTID_1,FID_Metrorail_Stations_Buffer,OBJECTID,NAME,STATION,NODE,YEAR_,GlobalID,CreationDa,Creator,EditDate,Editor,BUFF_DIST,ORIG_FID,FID_Current_Housing_Units,OBJECTID,PIN,PARCE_ID,VALID_FROM,VALID_TO,CURRE_UNIT,HOUSI_UNIT,LUC,YEAR_BUILT,STRUC_DESC
3590,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,51457,51458,0294 12040111,435780,,1/1/2023,1,LR,41,1997,
3591,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,52254,52255,0294 12040301,454956,,1/1/2023,1,LR,41,1997,
3592,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,52255,52256,0294 12040310,449323,,1/1/2023,1,LR,41,1997,
3593,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,52256,52257,0294 12040410,448497,,1/1/2023,1,LR,41,1997,
3594,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,52935,52936,0294 12040114,450704,,1/1/2023,1,LR,41,1997,
3595,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,52936,52937,0294 12040116,451064,,1/1/2023,1,LR,41,1997,
3596,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,52937,52938,0294 12040213,453034,,1/1/2023,1,LR,41,1997,
3597,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,52938,52939,0294 12040305,444689,,1/1/2023,1,LR,41,1997,
3598,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,54126,54127,0294 12040411,448091,,1/1/2023,1,LR,41,1998,
3599,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,57671,57672,0294 12040104,450123,,1/1/2023,1,LR,41,1997,
3600,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,57672,57673,0294 12040214,451892,,1/1/2023,1,LR,41,1997,
3601,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,57673,57674,0294 12040313,453448,,1/1/2023,1,LR,41,1997,
3602,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,58763,58764,0294 12040112,453354,,1/1/2023,1,LR,41,1997,
3603,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,88079,88080,0294 12040309,455005,,1/1/2023,1,LR,41,1997,
3604,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,89383,89384,0294 12040105,452729,,1/1/2023,1,LR,41,1997,
3605,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,89384,89385,0294 12040203,450566,,1/1/2023,1,LR,41,1997,
3606,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,89385,89386,0294 12040209,445700,,1/1/2023,1,LR,41,1997,
3607,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,89386,89387,0294 12040311,453940,,1/1/2023,1,LR,41,1998,
3608,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,89387,89388,0294 12040315,445652,,1/1/2023,1,LR,41,1997,
3609,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,89388,89389,0294 12040401,450761,,1/1/2023,1,LR,41,1997,
3610,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,96163,96164,0294 12040216,452467,,1/1/2023,1,LR,41,1997,
3611,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,96164,96165,0294 12040404,453066,,1/1/2023,1,LR,41,1997,
3612,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,96165,96166,0294 12040406,452873,,1/1/2023,1,LR,41,1998,
3613,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,28083,28084,0294 12050206,452048,,1/1/2023,1,LR,41,1997,
3614,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,28084,28085,0294 12050211,451992,,1/1/2023,1,LR,41,1997,
3615,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,28085,28086,0294 12050307,451609,,1/1/2023,1,LR,41,1997,
3616,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,37378,37379,0294 12050106,444076,,1/1/2023,1,LR,41,1997,
3617,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,37379,37380,0294 12050107,446356,,1/1/2023,1,LR,41,1997,
3618,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,38382,38383,0294 12050109,447385,,1/1/2023,1,LR,41,1997,
3619,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,38383,38384,0294 12050313,447197,,1/1/2023,1,LR,41,1997,
3620,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,38640,38641,0294 12050306,450579,,1/1/2023,1,LR,41,1997,
3621,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,38641,38642,0294 12050408,454807,,1/1/2023,1,LR,41,1997,
3622,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,40548,40549,0294 12050402,444230,,1/1/2023,1,LR,41,1997,
3623,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,40549,40550,0294 12050412,448164,,1/1/2023,1,LR,41,1997,
3624,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,40773,40774,0294 12050104,446674,,1/1/2023,1,LR,41,1997,
3625,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,40774,40775,0294 12050405,450259,,1/1/2023,1,LR,41,1997,
3626,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,40775,40776,0294 12050406,453136,,1/1/2023,1,LR,41,1997,
3627,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,42809,42810,0294 12050213,444485,,1/1/2023,1,LR,41,1997,
3628,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,43332,43333,0294 12050102,453438,,1/1/2023,1,LR,41,1997,
3629,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,44233,44234,0294 12050113,450452,,1/1/2023,1,LR,41,1997,
3630,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,44234,44235,0294 12050204,453509,,1/1/2023,1,LR,41,1997,
3631,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,44235,44236,0294 12050208,453494,,1/1/2023,1,LR,41,1997,
3632,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,44236,44237,0294 12050212,446908,,1/1/2023,1,LR,41,1997,
3633,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,46435,46436,0294 12050105,447456,,1/1/2023,1,LR,41,1997,
3634,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,46436,46437,0294 12050202,446374,,1/1/2023,1,LR,41,1997,
3635,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,49184,49185,0294 12050214,447862,,1/1/2023,1,LR,41,1997,
3636,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,49846,49847,0294 12050205,450729,,1/1/2023,1,LR,41,1997,
3637,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,49847,49848,0294 12050302,453333,,1/1/2023,1,LR,41,1997,
3638,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,51458,51459,0294 12050103,455205,,1/1/2023,1,LR,41,1997,
3639,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,51459,51460,0294 12050207,447106,,1/1/2023,1,LR,41,1997,
3640,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,51460,51461,0294 12050209,453310,,1/1/2023,1,LR,41,1997,
3641,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,52257,52258,0294 12050304,453267,,1/1/2023,1,LR,41,1997,
3642,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,52258,52259,0294 12050305,448046,,1/1/2023,1,LR,41,1997,
3643,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,52259,52260,0294 12050401,455268,,1/1/2023,1,LR,41,1997,
3644,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,52939,52940,0294 12050201,452238,,1/1/2023,1,LR,41,1997,
3645,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,52940,52941,0294 12050312,455286,,1/1/2023,1,LR,41,1997,
3646,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,54127,54128,0294 12050203,445070,,1/1/2023,1,LR,41,1997,
3647,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,54128,54129,0294 12050308,449597,,1/1/2023,1,LR,41,1997,
3648,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,57674,57675,0294 12050301,453261,,1/1/2023,1,LR,41,1997,
3649,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,57675,57676,0294 12050413,454891,,1/1/2023,1,LR,41,1997,
3650,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,57676,57677,0294 12050414,453168,,1/1/2023,1,LR,41,1997,
3651,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,58764,58765,0294 12050108,450225,,1/1/2023,1,LR,41,1997,
3652,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,58765,58766,0294 12050110,454510,,1/1/2023,1,LR,41,1997,
3653,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,58766,58767,0294 12050309,454647,,1/1/2023,1,LR,41,1997,
3654,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,58767,58768,0294 12050310,449228,,1/1/2023,1,LR,41,1997,
3655,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,78307,78308,0294 12050407,454233,,1/1/2023,1,LR,41,1997,
3656,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,88080,88081,0294 12050101,452328,,1/1/2023,1,LR,41,1997,
3657,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,88081,88082,0294 12050111,450910,,1/1/2023,1,LR,41,1997,
3658,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,88082,88083,0294 12050210,450418,,1/1/2023,1,LR,41,1997,
3659,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,88083,88084,0294 12050311,451000,,1/1/2023,1,LR,41,1997,
3660,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,88084,88085,0294 12050314,450558,,1/1/2023,1,LR,41,1997,
3661,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,88085,88086,0294 12050409,454826,,1/1/2023,1,LR,41,1997,
3662,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,88086,88087,0294 12050410,454643,,1/1/2023,1,LR,41,1997,
3663,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,89389,89390,0294 12050112,449388,,1/1/2023,1,LR,41,1997,
3664,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,89390,89391,0294 12050114,447364,,1/1/2023,1,LR,41,1997,
3665,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,89391,89392,0294 12050403,446562,,1/1/2023,1,LR,41,1997,
3666,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,96166,96167,0294 12050303,455946,,1/1/2023,1,LR,41,1997,
3667,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,96167,96168,0294 12050404,445331,,1/1/2023,1,LR,41,1997,
3668,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,96168,96169,0294 12050411,445749,,1/1/2023,1,LR,41,1997,
3669,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,28092,28093,0294 12080307,411719,,1/1/2023,1,LR,41,1997,
3670,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,39649,39650,0294 12080302,444919,,1/1/2023,1,LR,41,1997,
3671,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,40556,40557,0294 12080104,455595,,1/1/2023,1,LR,41,1997,
3672,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,40557,40558,0294 12080311,453119,,1/1/2023,1,LR,41,1997,
3673,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,40780,40781,0294 12080103,451702,,1/1/2023,1,LR,41,1997,
3674,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,40781,40782,0294 12080109,452733,,1/1/2023,1,LR,41,1997,
3675,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,44238,44239,0294 12080108,444284,,1/1/2023,1,LR,41,1997,
3676,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,44239,44240,0294 12080202,455633,,1/1/2023,1,LR,41,1997,
3677,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,44240,44241,0294 12080207,435626,,1/1/2023,1,LR,41,1997,
3678,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,44241,44242,0294 12080213,455541,,1/1/2023,1,LR,41,1997,
3679,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,46445,46446,0294 12080313,449813,,1/1/2023,1,LR,41,1997,
3680,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,49192,49193,0294 12080106,447012,,1/1/2023,1,LR,41,1997,
3681,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,49193,49194,0294 12080111,450545,,1/1/2023,1,LR,41,1997,
3682,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,49853,49854,0294 12080101,451234,,1/1/2023,1,LR,41,1997,
3683,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,49854,49855,0294 12080115,451410,,1/1/2023,1,LR,41,1997,
3684,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,49855,49856,0294 12080211,451047,,1/1/2023,1,LR,41,1997,
3685,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,51472,51473,0294 12080102,435774,,1/1/2023,1,LR,41,1997,
3686,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,51473,51474,0294 12080107,444778,,1/1/2023,1,LR,41,1997,
3687,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,51474,51475,0294 12080205,444445,,1/1/2023,1,LR,41,1997,
3688,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,51475,51476,0294 12080305,453993,,1/1/2023,1,LR,41,1997,
3689,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,51476,51477,0294 12080408,445669,,1/1/2023,1,LR,41,1997,
3690,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,52949,52950,0294 12080208,446988,,1/1/2023,1,LR,41,1997,
3691,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,52950,52951,0294 12080209,452182,,1/1/2023,1,LR,41,1997,
3692,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,52951,52952,0294 12080309,451889,,1/1/2023,1,LR,41,1997,
3693,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,52952,52953,0294 12080413,449361,,1/1/2023,1,LR,41,1997,
3694,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,54132,54133,0294 12080204,448189,,1/1/2023,1,LR,41,1997,
3695,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,54133,54134,0294 12080301,451923,,1/1/2023,1,LR,41,1997,
3696,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,54134,54135,0294 12080404,454436,,1/1/2023,1,LR,41,1997,
3697,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,58774,58775,0294 12080304,445184,,1/1/2023,1,LR,41,1997,
3698,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,80698,80699,0294 12080105,446666,,1/1/2023,1,LR,41,1997,
3699,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,80699,80700,0294 12080215,451127,,1/1/2023,1,LR,41,1997,
3700,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,80700,80701,0294 12080315,451031,,1/1/2023,1,LR,41,1997,
3701,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,80701,80702,0294 12080402,445079,,1/1/2023,1,LR,41,1997,
3702,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,83746,83747,0294 12080401,444593,,1/1/2023,1,LR,41,1997,
