ACCT,Steet Name,City,ZIP,Licence Type,Lic Status,Point X,Point Y,geometry
3017484,Fairland Park,SILV,20904,RLU,AP,1322771.0,513557.0,POINT (1322771 513557)
1118315,Lindell,SILV,20902,ACC,LI,1297831.0,505550.0,POINT (1297831 505550)
521648,Shepherd,CHEV,20815,RLU,AP,1292717.0,478052.0,POINT (1292717 478052)
342851,Eldrid,SILV,20904,RLU,PE,1307277.0,508838.0,POINT (1307277 508838)
986827,Granville,SILV,20901,ACC,LI,1307329.0,490849.0,POINT (1307329 490849)
2479482,Harrington,POTO,20854,RLU,AP,1259756.0,488572.0,POINT (1259756 488572)
3158254,Signal Tree,GERM,20874,RLU,AP,1224185.0,514483.0,POINT (1224185 514483)
1065810,Sligo Creek,TAKO,20912,ACC,EX,1311051.0,481222.0,POINT (1311051 481222)
3516386,Kemp Mill,SILV,20902,ACC,LI,1305183.0,504097.0,POINT (1305183 504097)
2897653,Summer Mill,BETH,20817,RLU,AP,1271218.0,482047.0,POINT (1271218 482047)
1180106,Galt,SILV,20902,RLU,AP,1295794.0,500897.0,POINT (1295794 500897)
3281246,Holland Meadow,LAYT,20882,RLU,AP,1276020.0,550458.0,POINT (1276020 550458)
2035738,Oaklyn,POTO,20854,RLU,AP,1252031.0,487209.0,POINT (1252031 487209)
3157966,Highland Farm,POTO,20854,RLU,AP,1245183.0,501618.0,POINT (1245183 501618)
1894951,Wilderness Walk,GAIT,20882,ACC,LI,1254159.0,572921.0,POINT (1254159 572921)
2802571,Riviera,SILV,20904,ACC,EX,1305785.0,510812.0,POINT (1305785 510812)
2892877,Top Ridge,BOYD,20841,RLU,AP,1225536.0,556744.0,POINT (1225536 556744)
1316128,Holdridge,SILV,20906,ACC,LI,1292920.0,512150.0,POINT (1292920 512150)
1061630,Piney Branch,TAKO,20912,ACC,EX,1307308.0,477777.0,POINT (1307308 477777)
3406004,Lakenheath,POTO,20854,RLU,AP,1266703.0,498840.0,POINT (1266703 498840)
2032837,Summertree,ROCK,20853,ACC,EX,1285188.0,532521.0,POINT (1285188 532521)
3434387,Martinsburg,DICK,20842,RLU,AP,1178299.0,548187.0,POINT (1178299 548187)
3259280,Old Briggs Chaney,SILV,20905,RLU,AP,1325439.0,517058.0,POINT (1325439 517058)
2861342,Potomac Manors,POTO,20854,RLU,AP,1250655.0,493104.0,POINT (1250655 493104)
602040,Coquelin,CHEV,20815,ACC3,LI,1293908.0,484091.0,POINT (1293908 484091)
1230521,Atherton,SILV,20906,RLU,AP,1290902.0,509922.0,POINT (1290902 509922)
1004880,Holman,SILV,20910,ACC,EX,1297829.0,491700.0,POINT (1297829 491700)
94678,Farmland,ROCK,20852,RLU,AP,1271625.0,501927.0,POINT (1271625 501927)
501572,Brandt,BETH,20814,ACC3,LI,1285381.0,484171.0,POINT (1285381 484171)
1038510,Colesville,SILV,20901,ACC,PE,1307034.0,488566.0,POINT (1307034 488566)
660077,Tulip Hill,BETH,20816,RLU,AP,1274486.0,473263.0,POINT (1274486 473263)
1793594,Spring Hill,CHEV,20815,RLU,AP,1292777.0,487442.0,POINT (1292777 487442)
2966832,Oyster Bay,GAIT,20886,RLU,AP,1268755.0,553482.0,POINT (1268755 553482)
543430,Rodman,BETH,20816,ACC3,LI,1284349.0,469318.0,POINT (1284349 469318)
2305906,Pinto,ROCK,20850,ACC3,LI,1252316.0,521350.0,POINT (1252316 521350)
2035102,Club View,DAMA,20872,RLU,AP,1254344.0,579883.0,POINT (1254344 579883)
395381,Berryville,DARN,20874,RLU,PE,1219278.0,517090.0,POINT (1219278 517090)
502406,Mohican,BETH,20816,ACC,EX,1275096.0,471439.0,POINT (1275096 471439)
3131791,Mt Prospect,ROCK,20850,RLU,AP,1242644.0,513479.0,POINT (1242644 513479)
382481,Aylesbury,SILV,20905,ACC,LI,1319461.0,523821.0,POINT (1319461 523821)
280473,Blackburn,BURT,20866,RLU,AP,1330802.0,524247.0,POINT (1330802 524247)
1079235,Sycamore,TAKO,20912,ACC,EX,1311029.0,476773.0,POINT (1311029 476773)
3068825,Griffith,LAYT,20882,RLU,AP,1281801.0,570230.0,POINT (1281801 570230)
2870860,Palatine,POTO,20854,RLU,AP,1244103.0,509788.0,POINT (1244103 509788)
